link,name,extra,tag
https://drive.google.com/file/d/,1KMhzjanOT0PHpWJxV2wDCy5hcqhr5DhW,/view?usp=sharing,Pacific Coast Highway Road Trip
https://drive.google.com/file/d/,17dmCCKwdsYU9b3UvsYgF37TviSDAkRUW,/view?usp=sharing,Pacific Coast Highway Road Trip
https://drive.google.com/file/d/,12OsTzqE86UlWXzPQTMmWY4q6jenlT4KK,/view?usp=sharing,Pacific Coast Highway Road Trip
https://drive.google.com/file/d/,173_BxhCVG_dyp1naCz4wUm646ay2Zuj2,/view?usp=sharing,Pacific Coast Highway Road Trip

https://drive.google.com/file/d/,1a995U64XA-iopXL4ZeCAwOqNX0eXF9XI,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1oHgic0Hd4H9vwrgOTuYNGGE5E8AenFhj,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1mtnfWZSkRAi7KRWzPhQgRpv59aYbv-B-,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1yNybzPI8ENI85VxTfmUcuyjYASS-jxHV,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1vG78MJijbaVi3v43-q14mfCbMzgOOoRr,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1FQT86K4KbCxiKY4kUm36Ms9wDuCBGya0,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1eXrEAn_CzCAX2h44n9PVO5rCOwcHAJiQ,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1auJxE9WttAOfeevtAwAaayCX6jRgzwmx,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1x3AZfmQ3FGjdc_H6ULH1sdFGsLPP-dW2,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1j4NFmRkBIeQ7d-aK2mcjOvWVPaUrbVlU,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1mzNZvY7X2rhojlEi-QZEJyD26M0OpKLl,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1cCBWiuo_We9OlGLFyUtBifu9EYldiH-F,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,155XCt1vhuazNvKM-PpVAZyoM_PxA1dK2,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1_ZYaGZjow9pnPW0IOirKtkVQR9TgoHfR,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,13U9rPlWLSiJsc4ZCm18lzYMM1KxTRJRv,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1anry9Ya8aNGth3Z0taFuT8xiiAsN6jlG,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1uB6zsTAyi4avsludQ6heQHtCVOwvx8qn,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1h6QeEN9NqEKt_uEIhsQ_Fr4Bn5UvbNKQ,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1az5ot7C5rG-ExBVMZAd-1qOarGQ43jAH,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1gohSX7LRv-2BAnrofA6gA5haoEVlvSMI,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,11Kq5I2BPkSEnTe88fUInaOcc1UHpjVsV,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1Zb1O0bKOpLv9cv5EPBTQA2IcfUsupHjR,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1wnY6wDmOqdLr2t2jpB10YrJqwN4trHuJ,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1O8hK3__HFu1NrQaOrv25xVwJRzGwTVp6,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1p6eRDsji6YUVGO-AnV2U8j-2XwUATCT0,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1TpbVVRf7mLj4AL3YVeJbR_hIYaPxGaTx,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1tWFfuTEc0C8YGH7QtwocSDb0cdw2LLl-,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1p6cstmIqL7bgmbogh79Pq5hlTOrKu_DV,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1h964jq5-wML9bk6LvQrgqg-FPeSLQOTW,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1YjbZIHwn6GTmK4QILPe-inzUY8yVoicr,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1DQJ38KYfQwEpIppLoHOXXe5G4YDDxshb,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1gs2VFHHugTu72-rPX5vGEkxzdd92b_90,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1q12IhQ22laBS0YlMCbDp4gn2nPbuOhTM,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1_mbNMlMTuDae6G88pl5nblO4l4kujoIM,/view?usp=sharing,San Francisco
https://drive.google.com/file/d/,1u67m-J4zNf9auVhNSSDTTpZvxupWcCzI,/view?usp=sharing,San Francisco

https://drive.google.com/file/d/,1R-8CrrB4VaTIWYItNeBgkYvkEpvkuWBT,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,19KC2B_ZRywL9YIlXx_K4UvY77o3ggvDs,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1zvAJCYlOJBqtkddIntXkjhElpzvTA4U4,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1aFnfFm56LX0kbBw5who3ZoqV0c56UkLW,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1YKxa5VjjAJJovhZo4kI3ZyIpJQnMF2Kr,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1MxM9_CnRuHxojmObRxxExoyV5p_enO83,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1j1T1-EVS60VPx_9X3QGvHQJMsv520Noe,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1ie_5rUCBrFSOqH7x37TKZb-ksyzmSvq_,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,181YDHu8ibh7dojFALpDJ9uR4DntrjV1l,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1oVVB7C0pGqtRu-K0jFzLIg6c5EtexQC9,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1O0kibT_IrjBKcjKYhTxFDVSCzx63hI32,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1D3ZqtG0PoPNdu9W2H0hAHN_hWQDf9CJS,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1JgI3KZeQx4-gVS8MIuwYXdZ5ASMX-H_q,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1HFmlAwKNgtFMqbP4DhNQMd66gqe8m_tp,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1zMKbxPSs9Unbxd9pLycv8RrnQh62Hi59,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1StE5_XBDKJvNPVZYeYZebnOn2aESrMBm,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1e0hIfTvs0tXQ4wEdSE-VugAosB2gWWTk,/view?usp=sharing,Canyons
https://drive.google.com/file/d/,1N51whkyUhluK2huDDu2HROryoveNmjk8,/view?usp=sharing,Canyons

https://drive.google.com/file/d/,1RKQj_3NxTliGQKYxncOggxDlR-F87VpC,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1eWXvlTR3LsyGsuhiVU5R6Zc3HVh_yz1Y,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1aujJ8NjRq8El_UHnCsl9nion9zqt3B0W,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1ojqa1zLaCa26uQHnRVrO3WCnUVo-8VfV,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1VWpZM1Q4KLBS14I9xftTRLwg4twdDIcM,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1-tn2qHHCCGTMdj98KFiO3mWc_wcKSPrg,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1YAGcMGM5rEAD70zp4Chld5PCDL1-kZIe,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1LodcHeqps0eYTjZoGCS6xNlGfq889iOG,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,11kWN_RCMUKbI4Ec4hzoB3JrXkRRJgYMa,/view?usp=sharing,Las Vegas
https://drive.google.com/file/d/,1vowDBBOiTCq8_pi1VuPbK4OnvEQiJnvi,/view?usp=sharing,Las Vegas

https://drive.google.com/file/d/,1ouipVQ4sTkL0tgeMUH1PVdxueF3lgxbW,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,16Nlm7Jcwd5cpbNuXJ0yxzALuUNbjRyPv,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1K9VJvRpRF6NV2VVnBVo4L-oICwLQjPe1,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,15lXimtK_8tj44YcjDruAew7GhGJIQtUg,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1KSvW4CLUDMaBoNxRy-phW5-URsEJOk1L,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1h1R4E0Gcga9BNOociBcZbMvn80UV6JGT,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1VV_BiogzZS_wB838qI-3YjJil1i2MTDP,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1eYGH81U4iaS88FdMDmab4a0RoWhaNQiY,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1CzA7WMdWmM2pP7dX4gju6S8fsheOfXho,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1nGE4cnROR6Sy2uif9Tf2jnQJQZfccZF3,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,13xG3PUd_1z-o3GM985bcoSIuxw8FdHrK,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,14fx8mKljiizOzAFL5gTNluo3RrlNjhtN,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1EqQn0DZ00Q1zbceFI5hFP5b5WH2lWHYB,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1cU6IKUeeGaaTGAkctBJMJ22xihYBG7MW,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1OvCUxMTKpw60cQmN-g28kyeHhk6XSsqK,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1y-r_DKdIWVLqdXpWrq2oBMn_5q-UiLGa,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,19dGSGiXk2oxFOcGtDy9l19WuYxxPS-Di,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1d5jLFnWH5_vD9xqTy-mSEO1z5p9cxKwX,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1UAdZwY3s9WNp98AKHWslA1eUSSvmuAL8,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1lNIrCCmjZO72PG1fcsU3vxJC2vL6rP26,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1BJvPj29UhofDW78NEi6ywbZdu2AkWMXr,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1d-MWXrG7boOUXlmTlV3TAk5FvEJsr2ul,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1grg7kr62yCqUyeRbOUpCfVo0A_zaIB4l,/view?usp=sharing,Los Angeles
https://drive.google.com/file/d/,1LAl-m8UVBPJzBsUbPSARmVPB58H6MWBs,/view?usp=sharing,Los Angeles

https://drive.google.com/file/d/,1Ni0OuTixdHTw5JjsfZknzBVhwOEAojPX,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,1J-AiX7j4TQeek8Vk9MXROx2LU8sGMXP7,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,1hc9yhE6S8RHMdapHvhZKobnKhTKna4ID,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,1QnPGsjBBwZ9dDLmUCU2KQ223M-W5Omz2,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,1wfrfw0paz8Embh0MMxJI0tMfP5QoQFm7,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,1P0FEBKG1IpmjivkiNkbH73kUwtS3Gl8k,/view?usp=sharing,Busan (Last Day of Military Service)
https://drive.google.com/file/d/,16PyxiD4eHtFOzwwFpY7KSNSNDtgQ6WX2,/view?usp=sharing,Busan (Last Day of Military Service)

https://drive.google.com/file/d/,1t0EDridVmRgjiVTVV7kBzfpsGDyg0Kyx,/view?usp=sharing,2019 KIMDONGRYUL Concert
https://drive.google.com/file/d/,1dcM3dWTjKBuo7re9ivXCWq_COYO8edcK,/view?usp=sharing,2019 KIMDONGRYUL Concert
https://drive.google.com/file/d/,1qosm8cD-w81NS_HETuSLrlfAxSnvobIp,/view?usp=sharing,2019 KIMDONGRYUL Concert
https://drive.google.com/file/d/,1w6RhqHbr6HARtefAsGgGyiL2Jb0jtZfP,/view?usp=sharing,2019 KIMDONGRYUL Concert

https://drive.google.com/file/d/,1Lyv6nHt8nvxgG1frh-c2htkPc35A_7dn,/view?usp=sharing,Night View of Seoul
https://drive.google.com/file/d/,1Wqkzbm2xwAhIzcAOKZ7pVWt8NCSD47Fi,/view?usp=sharing,Night View of Seoul
https://drive.google.com/file/d/,1_twVXJrVJl2jjqsA0rPdN8qd-AjwCI5L,/view?usp=sharing,Night View of Seoul
https://drive.google.com/file/d/,1_-ksES8ihxKOHG9CV2zH5HKwFBzEuREM,/view?usp=sharing,Night View of Seoul

https://drive.google.com/file/d/,1a5qBBsUjU8zmQte2WQMPmFt_k-axl9a9,/view?usp=sharing,Cherry Blossoms on Campus
https://drive.google.com/file/d/,12_TdlHIpDfjYL5-fHf2rzaD7G1GF4dQ4,/view?usp=sharing,Cherry Blossoms on Campus
https://drive.google.com/file/d/,1gWf8ihfcH1p12yEl6aNNC3yidAtgKJ7r,/view?usp=sharing,Cherry Blossoms on Campus

https://drive.google.com/file/d/,1Tq5aChXEThylqnfiqOJ5l_2MPV87m3VB,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1epDO2Tp-sPxLrq3tbARhaVeUYv_VPpq4,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1MpkVESppdjCnU8YVFYcYnkfMO42JU_VC,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,16G42mRX-iJ4As4Pu3I-YuMrBORhsZidn,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1fLB0MwHwyVnzjfdsbLqPuFkyya5eKOFc,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1H-m95q3GjIsqL1KKwXHDEB8_FyGVnB-h,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1OuJgcYIEp0oj-FrCw8V6GKBJIFsjCa6w,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1vLqFMrBXfhR3YaB80LGAL0Dd66ErS2M_,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1OG8VUxhseNCl5JEeC1IG1HjeNDmPCuaf,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1ZQBKBeI4XqSUo821p0RU4y5wZ3g0CT5V,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1YnztGZ53rpqBSyE2VtaZc6s4NPtbkZ12,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1OdGTwVJfXzDNSQhE8Jjkyq803OafM1Ki,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1mAvlfDt0o6fNF5uoN2n0XlJUlaTEMxjm,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1fCq7qv0Td8u-MQza3mvg6jXSK_18CIMU,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,12fSCICvhPtUT-9B2sL0YzFI1WW5fvNK_,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1d0r_FcJoHlygvgkJvS1CqeYp2vefwORu,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1yjFeYzZnxBIWJDS_8my4EsW5ja3wbJNQ,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1Q3J7R0e4TwpSA7FUTGp89ELy-cY0Js3v,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1pnqkksyN7SfZIcgixgdpSz3oYn7bmxtm,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,14JeycwWvDTjUhT-0Lhmz4fOtEwgsNrV8,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1WetofjvyUnEPEcyW7x014p8b1_UlibRq,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1O7gE45IRs6vRLvMWk179DxhCvZT0dwau,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1WTjFcn5mEHtlORPdDIubBH9kyqt83q8s,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,16VfR9hZLzRBleKK5-Nfq3jtA9OlRlc92,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1NVo4zqKFh5TnmEszeVY6UpfziGq8d899,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1xZLBsBFg7da-3P2DM2EH9IObMfeO-zuI,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,17Iwd1LD4Vf6YicDwLLILBEo1ZN261Hzw,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1jlbIHmjOwb4z4es3yyhylDB8KPb88JrB,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1CUm4lM-7v-oj3Dn75MzfxaWujA_BB572,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1Z1UXM7uOQwQYzs7Ed1CZu8QPbzPXslmG,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1qMWpvOwZixxdh3gsNHOulA4KFVy1cp9t,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,19x3S_hZd3SSGXyKGf7YzbUfbiOcblrZy,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,1UjVWSxr2GVntfjpMfuGZY5dfz5SooX_o,/view?usp=sharing,"Osaka, Japan"
https://drive.google.com/file/d/,16e8JdiAjF15EmToQLII2Ml8nwDsbtGqa,/view?usp=sharing,"Osaka, Japan"


